conductivity,thickness
90970705.43,2.39E-06
93045916.42,4.28E-05
15105383.56,8.89E-05
32005870.73,2.22E-05
29003606.7,5.98E-05
61080204.57,7.12E-05
99880514.7,1.18E-05
57045198.65,7.87E-05
54922216.71,7.83E-05
30831153.7,5.11E-05
97921578.91,7.25E-05
32121458.37,4.50E-05
73073111.56,4.37E-05
32823163.77,3.49E-05
10208692.08,3.10E-05
75511694.24,4.99E-05
76982490.73,7.83E-05
94159570.55,4.08E-05
62507854.8,4.86E-05
86130201.98,4.17E-05
34583507.99,3.61E-05
90756464.77,2.06E-05
69041524.79,6.74E-05
89208838.17,8.49E-06
6130220.582,8.79E-06
24423724.56,2.01E-05
57933357.62,6.30E-05
44718674.52,9.49E-05
77021728.95,9.02E-05
50150779.17,6.29E-05
81399295.33,3.80E-05
62393524.69,8.94E-05
21316715.03,3.07E-05
19372666.39,6.30E-05
33991847.18,4.46E-05
80805210.13,1.25E-05
41839086.11,8.10E-05
17652365.94,4.84E-05
89355736.87,8.75E-05
79395242.14,6.84E-05
65926739.03,4.54E-05
34336063.08,2.53E-05
23818128.05,9.48E-05
4756139.045,6.14E-05
76797609.78,1.41E-05
67500246.2,5.68E-05
82933212.33,7.43E-06
87154301.73,4.42E-05
87586244.06,2.94E-05
46958794.92,3.56E-05
58070679.85,3.04E-05
56752399.44,7.78E-05
39969865.32,1.92E-05
65737979.31,4.55E-06
37567831.24,5.95E-05
62699687.2,3.83E-05
20133643.62,8.51E-05
44093986.45,6.48E-05
67800599.18,7.78E-05
66573885.32,8.00E-05
49454297.33,8.50E-05
75385483.26,7.16E-05
43489417.86,6.29E-05
49194751.87,9.05E-05
99161302.02,9.81E-05
374084.0084,3.15E-05
92094117.46,4.52E-05
51080704.09,4.33E-06
7262412.103,2.87E-05
98634588.61,1.46E-05
29607123.2,2.06E-05
59428200.2,2.53E-05
34657704.3,6.26E-05
68757705.27,1.32E-05
56391749.77,5.04E-05
21837380.34,7.02E-05
39679829.21,4.62E-05
40520271.91,9.05E-05
39032609.49,2.38E-05
39071471.95,2.94E-05
52566303.2,9.59E-05
42146320.32,3.57E-05
80445004.07,3.60E-06
74076163.09,4.37E-05
12079906.07,7.53E-05
56094224.02,2.95E-05
94191220.08,1.15E-06
93498822.03,3.93E-05
17908577.59,7.11E-05
67510654.86,2.41E-05
18804301.6,1.76E-05
55206994.8,2.11E-05
41990584.53,9.20E-05
18552459.51,5.66E-05
66701024.39,7.10E-05
64865906.99,9.86E-05
86364607.55,7.06E-05
84001591.29,1.64E-05
7117790.884,9.33E-05
73704969.15,8.39E-05
15705064.18,5.32E-05
2606150.656,9.80E-05
47073179.07,1.74E-05
77671411.85,8.90E-05
41237170.25,3.25E-05
98325785.92,2.13E-05
69690254.09,8.54E-05
67728312.66,2.35E-05
6647234.075,2.39E-05
31169576.71,9.17E-05
98802367.73,7.30E-05
19869874.13,3.30E-05
71891182.74,3.90E-05
79357691.6,3.64E-05
97305838.73,4.23E-05
44516123.66,3.94E-05
49438019.12,2.91E-05
51627029.58,9.55E-05
34321797.99,5.61E-06
72732522.43,3.38E-05
11904288.4,6.10E-05
3449326.937,2.41E-05
23513965.03,8.41E-05
32328310.19,6.14E-05
12288638.42,3.81E-05
5535759.83,4.20E-05
98387962.61,8.87E-05
35681960.43,8.11E-05
91348214.74,2.89E-05
43564373.71,9.08E-05
50525379.97,5.08E-05
84289181.83,7.20E-05
69511106.98,6.00E-06
65871904.55,2.11E-05
53795627.13,8.01E-05
31902952.28,5.38E-05
4459366.652,3.53E-05
50867058.72,9.52E-05
57014053.94,5.84E-05
65980788.42,7.71E-05
34586928.17,4.51E-05
70892034.03,2.38E-05
25208924.31,3.06E-06
85490311.09,6.79E-05
27193600.23,3.77E-05
15822616.66,8.86E-05
83449023.63,2.50E-05
78014855.19,4.03E-05
99113188.77,7.64E-05
6373372.652,5.71E-05
5021816.392,9.22E-05
62684682.79,9.76E-05
29038568.89,4.81E-05
73219121.64,6.80E-05
74741607.16,4.69E-05
53880027.56,7.45E-05
50286420.75,6.19E-05
20131906.09,4.15E-05
89547974.77,9.44E-05
80061593.8,1.40E-05
56002667.18,8.77E-05
63546853.07,6.89E-05
78725696.12,5.79E-05
57636930.35,8.41E-05
53068105.94,8.58E-05
7996767.916,4.29E-05
99147215.25,4.64E-05
4197904.854,1.64E-05
41121296.96,7.34E-05
5031536.039,6.67E-05
70516881.98,8.37E-05
36787868.11,2.79E-05
68014611.98,2.74E-05
64567003.18,4.15E-05
47703444.35,2.71E-05
31808495.12,9.41E-05
96677555.07,2.50E-05
67527820.5,6.58E-05
80536766.06,8.81E-05
35369664.79,4.67E-05
9718388.624,7.39E-05
54268506.84,8.93E-05
67978056.66,7.91E-05
99279995.12,4.81E-05
24629994.73,5.38E-05
1877439.164,4.76E-05
18777096.69,2.37E-05
70115009.06,8.65E-05
74428857.39,7.95E-05
93819145.32,1.01E-06
72054301.01,2.25E-05
60626507.58,9.35E-06
44022469.17,8.81E-05
45044938.08,9.67E-05
81027668.12,9.90E-05
93982115.32,3.77E-05
21060155.34,1.44E-05
43826477.4,5.92E-06
24360052.79,7.46E-05
86559042.69,3.71E-05
18916016.24,5.39E-05
50816595.91,3.86E-05
47593950.37,3.14E-05
29856104.1,7.86E-05
93975749.75,5.78E-05
64350013.1,4.83E-05
61733340.38,4.10E-05
17469773.78,6.50E-05
6359925.834,6.37E-05
36517998.37,6.19E-05
99774578.37,5.12E-05
8719712.136,5.96E-05
1332520.874,7.11E-05
49768292.73,4.55E-06
12196665.03,9.70E-05
24490141.41,2.68E-05
52404075.77,3.86E-05
7749228.191,4.04E-05
32662728.28,6.45E-05
37977602.67,9.54E-06
36211144.39,3.94E-05
61937875.42,6.92E-05
94708552.27,6.92E-05
94832811.4,9.33E-05
25511165.03,3.77E-06
99125860.7,4.84E-06
10495436.96,5.66E-05
7789050.991,5.48E-05
80359917.12,3.58E-05
2073634.867,6.79E-05
99021626.31,7.17E-05
31272881.11,6.51E-05
24210621.73,9.72E-05
5906559.582,1.86E-05
8833198.739,5.24E-05
51217723.88,3.10E-05
92288804.93,3.21E-05
8125486.151,8.45E-05
5029971.864,3.81E-05
50606093.64,6.49E-05
32975076.1,6.45E-05
20431379.27,7.63E-05
36596453.31,4.35E-05
28290016.08,4.71E-05
12224985.81,9.93E-05
91482935.31,7.75E-05
15460376.9,3.72E-06
57990285.71,4.23E-05
85951502.05,4.41E-05
28851011.9,9.70E-05
20508269.9,7.60E-05
20603847.94,6.16E-06
8543573.462,1.72E-05
77078092.74,2.70E-05
8776533.423,1.55E-05
91230526.14,4.15E-05
7367477.072,9.86E-05
62579878.06,1.23E-05
11224212.89,9.88E-05
39598143.65,9.28E-05
90198690.32,5.56E-05
35571290.82,3.83E-05
97672669.33,4.35E-05
1368300.297,9.29E-05
27359268.21,2.64E-05
83926546.74,2.55E-05
27521876.05,4.58E-06
79453407.19,6.86E-05
43962126.06,2.69E-05
24252523.28,7.38E-05
33065641.78,5.77E-05
71042042.65,7.28E-05
49652885.14,1.27E-05
48890478.35,4.28E-05
67794827.69,6.55E-05
48890002.33,7.82E-05
31626836.26,7.13E-05
61850320.1,3.70E-05
94182635.6,5.91E-05
27854460.49,1.10E-05
46947016.73,6.45E-05
57410890.14,8.17E-05
45416773.72,9.22E-05
50929710.35,7.95E-05
36137839.65,2.40E-05
44577384.99,3.54E-05
99170233,3.40E-05
85035820.94,3.74E-05
3230154.44,1.40E-05
30919360.87,6.94E-05
30918167.56,3.85E-05
54041360.45,1.52E-05
8490219.723,4.47E-05
5997558.457,4.35E-05
43804624.65,4.25E-05
26733078.39,8.34E-05
37868555.59,3.64E-05
45217209.12,3.10E-05
87289084.72,3.87E-05
28849312.79,1.04E-06
99682633.21,2.18E-06
96996700.43,7.40E-05
46148547.4,7.91E-05
44412332.12,4.00E-05
68946762.83,7.32E-05
11668726.83,8.42E-05
61111478.35,5.35E-05
7042113.527,6.21E-05
25006255.4,4.06E-05
71822953.66,3.21E-05
84185843.85,8.76E-05
66541002.8,1.04E-05
44987931.94,9.79E-05
745464.8121,1.88E-05
90492257.91,4.73E-05
2245130.792,4.23E-05
96753411.2,6.73E-05
23363516.04,8.93E-05
2585093.573,3.13E-05
52746462.44,9.13E-05
77363374.68,8.66E-06
9161120.561,8.45E-05
59233575.72,2.50E-05
21861763.09,7.81E-06
79724176.24,7.05E-05
67039922.17,9.30E-05
35045647.73,1.62E-05
58649882.46,2.55E-05
84975128.75,8.47E-05
12065960.64,8.70E-05
65323060.8,3.96E-06
5683295.111,2.67E-05
29252629.62,7.74E-06
59630308.92,5.37E-06
87521237.38,8.26E-05
96731195.74,1.18E-05
64210084.59,2.89E-05
16407848.86,1.34E-05
36435795.14,5.01E-05
39181444.53,1.98E-05
13205412.89,2.94E-05
63661968.97,8.45E-05
12492862.38,4.23E-05
13312754.96,9.16E-05
82770371.3,4.18E-05
89136323.98,4.01E-06
92929715.7,7.24E-06
77890668,3.25E-05
54465902.35,7.22E-05
226788.5605,9.40E-05
33553890.38,5.19E-05
86085343.34,1.75E-05
62138041.69,2.69E-05
57654414.82,9.00E-05
72301098.15,7.17E-05
39863990.19,4.65E-05
26623147.2,2.27E-05
55510883.49,3.27E-05
82658912.48,9.30E-05
64969126.41,6.30E-05
85281139.49,5.80E-05
73926231.41,4.73E-05
16853414.11,3.27E-06
12705323.26,7.89E-06
84326479.96,8.32E-05
37348403.9,2.94E-05
95134162.9,1.92E-05
51537796.93,8.01E-05
46543161.13,2.06E-05
39135222.82,8.26E-05
80379682.62,3.41E-06
37445235.52,1.04E-05
47951740.68,7.23E-05
91477979.54,8.77E-05
98151079.65,8.48E-05
16056447.43,2.78E-05
9039209.844,7.37E-05
7382165.484,3.78E-06
30465684.73,4.28E-05
64542806.68,3.76E-05
81211385.7,9.83E-06
76680429.82,9.23E-05
36718383.89,7.76E-05
50263197.42,3.29E-05
53445439.63,6.55E-05
13216774.22,1.61E-05
72892035.14,9.96E-05
13530094.94,7.64E-05
89742610.45,5.62E-06
83086167.34,5.95E-05
28914769.44,9.82E-05
58028690.33,1.36E-05
29031517.5,2.72E-05
19601398.16,5.52E-06
81280841.62,8.02E-05
78734673.01,4.66E-06
95457190.79,7.46E-05
47192649.06,3.11E-06
91644494.39,1.31E-05
87630553.97,3.54E-05
42169246.33,9.84E-05
28048946.63,2.66E-05
87676877.56,6.13E-05
35239764.8,9.23E-05
95007784.63,6.33E-05
55261403.98,2.91E-05
88497086.12,9.17E-05
93050322.99,2.63E-06
33852505.34,5.38E-05
24797669.93,9.36E-05
83092692.74,3.12E-05
35009207.99,6.73E-05
65317537.19,2.04E-05
32027510.02,3.85E-05
659563.4429,3.82E-05
77679221.95,5.42E-05
93394484.04,4.29E-05
95187879.71,4.47E-05
89080684.43,9.93E-05
5134416.001,3.39E-05
22027835.61,9.85E-05
47473794.92,2.18E-05
36128414.82,7.83E-05
29762076.61,4.83E-05
91742005.69,6.06E-05
98805293.92,7.78E-05
19032084.53,4.39E-05
71761140.76,3.84E-05
92666385.77,5.80E-05
51433436.25,6.55E-05
25876448.6,6.64E-05
42660957.89,6.56E-06
35872117.73,4.92E-05
41734524.92,8.02E-05
38356281.94,1.12E-05
93176376.12,4.83E-05
79356361.24,5.65E-05
41096794.3,8.28E-05
16931464.04,1.16E-05
49206894.44,9.37E-05
25712264.83,5.25E-05
29714966.94,8.20E-05
94964260.77,4.37E-05
62725620.13,5.53E-05
91756655.14,9.94E-05
63140332.01,3.44E-05
633867.0611,1.33E-05
98936639.57,4.78E-06
58679846.69,8.66E-05
68460100.54,7.83E-05
20146067.35,6.47E-05
22658412.92,7.44E-05
92745112.27,3.83E-05
39175421.67,4.68E-05
32375161.48,9.96E-05
23052468.54,4.47E-05
49899768.02,7.88E-05
8635905.73,7.24E-06
64287316.62,3.36E-05
98849234.13,8.51E-05
34340189.12,3.30E-05
66239465.98,8.36E-05
76985001.07,4.84E-06
76801091.29,4.15E-05
92782443.35,9.55E-05
62135932.17,8.57E-06
7388195.201,3.28E-05
92056870.01,8.08E-05
61639643.46,9.61E-05
40359973.64,1.91E-05
38289660.06,6.96E-05
49556145.74,7.65E-06
33127607.54,5.10E-05
74400602.49,4.37E-05
73233008.58,7.55E-05
40445254.66,2.20E-05
37575119.71,4.63E-06
54065793.62,5.01E-05
97289335.2,8.51E-05
26878545.15,9.98E-05
31863184.08,9.84E-05
6164336.823,6.21E-05
22143042.93,6.14E-05
24029984.88,2.05E-05
87499134.99,1.64E-05
24977870.87,2.60E-05
63242845.59,4.17E-05
47062433.53,8.35E-05
12829492.1,9.73E-05
63817398.9,5.67E-05
46496166.1,8.68E-05
38103525.16,2.23E-05
11426375.07,2.28E-06
10101952.43,4.96E-05
4634907.811,3.88E-05
83176246.97,6.00E-05
62063709.27,2.85E-05
15420174.23,9.87E-05
44068335.5,5.58E-05
13900967.31,7.82E-05
98137714.78,2.77E-05
40158894.1,6.27E-05
2356729.913,4.50E-05
64645709.18,5.48E-05
61604829.77,1.64E-05
75502916.54,9.45E-05
49278810.07,8.95E-05
45460160.02,2.01E-05
10112523.05,5.36E-05
30243359.65,1.80E-05
78099481.44,6.49E-05
81632121.36,8.86E-05
49612219.59,4.60E-05
23735030.65,6.97E-05
16903706.59,2.04E-06
77161209.51,6.28E-05
79794380.51,1.49E-05
39367777.21,4.14E-05
73749495.27,1.75E-05
55774886.42,9.09E-05
41312480.56,6.95E-06
72778464.92,3.62E-05
25242225.99,6.42E-05
23402771.13,8.06E-05
15125269.25,5.81E-05
92717278.86,9.05E-05
23710721.49,1.13E-05
60142527.33,9.56E-05
26685024.7,6.11E-05
98735976.94,3.15E-05
8073880.88,3.80E-05
2394844.501,8.85E-05
38470257.81,8.11E-05
54084108.59,7.98E-05
68672558.34,1.82E-05
65682232.32,5.76E-05
49035904.87,8.67E-05
92234956.39,6.66E-05
39902744.68,3.60E-05
85675493.87,2.89E-05
47870862.43,8.09E-05
86197302.97,6.03E-05
36320216.62,7.77E-05
86612338.09,9.27E-05
39123013.03,3.17E-05
88964553.62,5.63E-05
3240316.042,3.28E-05
20808439.49,7.63E-05
36716885.22,4.47E-05
47901935.1,1.17E-05
73052443.18,2.54E-05
78927899.61,5.76E-06
74629624.26,5.30E-05
27114409.67,5.15E-05
92728838.42,1.64E-05
67619093.93,5.31E-05
38057370.96,7.89E-05
31320951.14,4.38E-05
20675514.54,3.99E-05
24174488.68,1.98E-05
27491895.35,1.99E-06
9962681.067,4.88E-05
74414336.63,7.20E-05
33279489.3,2.80E-05
35548380.03,4.20E-05
14623538.3,1.40E-05
68688198.88,6.74E-05
36590545.44,1.19E-05
26970294.11,7.87E-05
83006956.65,8.74E-05
28424227.2,3.10E-05
69797290.9,7.34E-05
47757574.28,7.27E-05
31769244.88,7.11E-05
42299766.5,8.27E-05
64564144.95,7.07E-05
71401003.57,8.44E-05
26575063.72,8.28E-05
82071209.56,2.78E-06
30205706.33,1.74E-05
34786512.81,8.87E-05
54730851.23,3.62E-05
74641419.76,8.03E-06
13873990.18,3.72E-05
81831641.54,9.31E-05
554836.8966,1.82E-05
47255400.48,5.88E-05
38383608.78,3.25E-05
33000507.35,9.21E-05
99133719.99,3.99E-05
70317928.76,8.18E-05
28969910.89,9.78E-05
39484513.59,3.53E-05
80056457.66,6.32E-05
73376229.91,8.70E-05
85916626.82,3.67E-05
74632640.01,1.09E-05
44697169.76,5.48E-06
12276583.92,2.42E-05
18586997.52,4.10E-06
89967851.12,5.07E-05
49127261.83,3.99E-05
83490583.89,3.63E-05
46716422.77,7.63E-05
95693185.9,4.58E-05
51885349.52,8.70E-05
24245694.14,4.22E-05
8606223.792,7.58E-05
78251280.62,5.80E-05
12597066.28,7.10E-05
61971217.54,1.28E-05
30771085.97,8.85E-05
22977323.41,9.45E-05
5174281.339,9.21E-05
1285066.855,7.33E-05
18975429.4,1.69E-05
14421326.23,2.14E-06
74506324.05,5.47E-05
53808702.68,3.29E-05
26363752.62,5.90E-05
54705270.93,4.24E-05
39046024.67,5.81E-05
15852633.42,1.78E-06
93545074.77,2.40E-05
7148411.466,8.73E-05
23964707.58,2.59E-05
21517524.26,9.92E-05
288447.4869,4.68E-05
8320526.854,5.29E-05
63456131.22,1.89E-05
57843221.12,6.90E-05
76134082.04,3.71E-06
94206739.59,9.74E-05
40944966.43,4.54E-05
43357327.4,5.48E-05
90346523.32,1.40E-06
24116458.02,4.75E-05
15174955.35,1.33E-05
23202682.09,7.46E-05
17958268.23,3.89E-05
72874059.81,9.60E-05
90462528.5,1.72E-05
23889855.01,8.05E-05
51727997.96,1.45E-05
14717583.18,8.95E-05
62414290.54,7.33E-05
4524505.986,2.61E-05
51925084.07,9.21E-05
61636839.45,2.92E-05
73691468.13,1.57E-06
29203988.14,9.33E-06
69124455.77,9.85E-05
26212096.75,9.33E-05
75874836.74,3.76E-05
49880537.86,3.28E-05
15822313.16,7.25E-06
23225442.7,9.53E-05
87148250.32,2.94E-05
39143313.75,4.16E-05
23744075.16,7.63E-05
10304967.2,4.52E-06
84324707.34,3.80E-05
69556375.43,1.63E-05
50567765.06,1.55E-05
56025342.56,2.93E-05
74960752.82,2.90E-05
14303589.79,1.65E-05
60418354.52,1.37E-05
82356573.19,9.92E-05
57293813.8,3.18E-05
42302214.65,9.11E-05
85986197.25,2.32E-06
56108782.18,1.95E-05
3817310.936,7.31E-06
6487009.293,1.80E-06
9598502.367,8.80E-05
47886288.07,4.13E-05
76835360.72,8.62E-05
98135481.96,5.87E-05
15237387.09,3.93E-05
47927214.76,8.20E-05
2792695.068,3.48E-05
94431892.25,9.75E-05
80543663.8,5.58E-05
72884615.13,4.70E-05
5890269.846,7.14E-05
15143089.35,8.71E-05
48174580.52,2.48E-05
91121991.95,1.02E-05
27294476.95,5.56E-05
68847154.16,4.98E-05
73134883.57,9.30E-05
17829581.47,2.45E-06
18387948.44,1.22E-05
56774576.12,7.05E-06
87445731.29,9.84E-05
15114979.57,3.58E-05
19886147.19,3.42E-05
14334863.03,5.26E-05
31079750.03,6.51E-06
85596240.02,6.13E-05
16488851.48,5.08E-05
5569062.694,3.95E-05
86669931.55,6.04E-05
74431488.44,4.70E-05
71537477.86,6.28E-05
25877193.17,7.97E-05
91850908.51,4.77E-05
86689162.07,6.92E-05
46038392.46,5.22E-06
3809011.43,8.75E-05
50583293.97,3.78E-05
41261771.2,7.00E-06
41562517.96,8.28E-05
21677312.74,9.68E-05
13182741.35,6.87E-05
37739465.89,8.35E-05
57304077.18,9.11E-06
4706821.475,2.26E-06
10210930.25,4.46E-05
98948465.3,1.33E-05
30427406.09,6.44E-05
25359949.23,7.66E-05
91948689.03,7.60E-05
24033598.55,5.02E-05
99334750.52,4.25E-05
60635649.28,4.80E-05
61569353.15,7.04E-06
3226752.92,2.20E-05
16745542.03,8.04E-05
16934038.18,9.80E-06
83419852.95,2.19E-05
12451364.95,2.38E-06
71048957.03,7.02E-05
55214252.16,5.70E-05
55119724.15,7.10E-05
63759558.41,5.22E-05
44184247.97,1.59E-05
51364788.63,2.50E-05
74180133.57,6.01E-05
4674625.215,1.97E-05
18745988.46,1.53E-05
94949642.6,3.22E-05
19369531.41,9.38E-05
41560601.33,4.85E-05
28558731.59,7.02E-05
15704751.42,9.73E-05
45771030.25,5.17E-05
10327118.6,6.41E-06
57696157.75,9.88E-05
73649409.94,7.40E-05
48644635.75,6.16E-05
9026028.568,8.71E-05
2336593.841,5.07E-05
87304091.86,6.29E-05
88780723.73,6.73E-05
14116392.58,2.58E-05
17753476.04,1.42E-05
67884319.48,5.00E-05
88959125.15,2.66E-05
70199240.47,5.28E-06
27670917.46,8.61E-05
67509193.36,7.62E-05
17180799.68,7.12E-05
2575233.805,9.57E-05
74854090.27,1.44E-05
46085663.41,4.10E-05
88135876.39,8.78E-05
98525390.19,2.04E-05
97852185.49,8.39E-05
71173678.02,6.60E-05
21660779.83,6.08E-05
46682661.61,8.14E-05
65652217.01,4.49E-05
39081094.88,6.43E-05
61557250.91,2.41E-05
35631913.44,3.69E-05
66107415.44,5.31E-05
90694128.87,8.54E-05
99403095.47,7.21E-05
82005162.03,6.30E-05
36900409.28,7.22E-05
32290072.79,8.62E-05
18615162.07,2.59E-06
5824550.818,3.90E-05
57695552.13,3.91E-05
1430854.424,8.09E-05
17287406.86,9.11E-05
28247291.54,5.07E-05
46108353.37,3.41E-05
61700887.74,6.64E-05
98218271.95,7.88E-05
95802108.09,1.96E-05
5503321.563,7.67E-05
34844235.59,1.50E-05
62085029.25,5.54E-05
38642784.24,2.17E-05
40883767.37,8.89E-05
3820412.514,4.32E-05
4776169.04,5.60E-05
91475218.01,1.47E-05
59962071.24,7.20E-06
48593685.21,8.88E-05
12680205.73,2.47E-05
18923887.19,3.81E-05
56866522.07,1.03E-05
1681378.426,5.02E-05
21781834.72,4.99E-05
50350878.67,3.22E-05
88490464.07,6.77E-06
63699258.79,6.93E-05
27185200.24,5.43E-05
41770400.96,2.48E-05
82127113.64,4.12E-05
55435932.48,4.77E-05
43632764.95,7.32E-05
46655234.3,3.00E-05
5048061.643,5.35E-05
98248418.05,1.06E-05
84890155.71,8.24E-05
11553743.37,7.50E-05
39811164.54,5.65E-06
1204035.972,9.79E-05
15150826.61,1.41E-05
90005518.87,2.23E-05
8136627.437,7.91E-05
80677943.73,4.02E-05
28345364.93,6.44E-05
96208250.13,8.93E-05
30348116.1,4.46E-05
93121882.14,1.64E-05
78500143.97,4.52E-05
61186492.09,5.62E-05
62863079.63,2.27E-05
66716732.01,4.10E-05
82329011.71,8.88E-05
18652222.94,7.85E-05
77010325.53,1.02E-05
74651953.26,2.70E-06
75482372.61,4.77E-05
71354705.66,2.85E-05
9988885.859,1.85E-05
17115604.45,1.01E-05
9807122.115,4.17E-05
46188699.47,2.62E-05
36973026.07,4.03E-05
33843738.16,1.80E-05
64527783.2,7.11E-05
78162406.45,8.58E-05
67063668.32,7.24E-05
90761884.3,9.61E-06
73792667.72,7.43E-05
98951221.67,8.87E-05
68809969.66,4.60E-05
29440622.82,9.02E-05
63731623.81,2.75E-05
98351344.05,2.73E-05
13658464.22,6.85E-05
53327090.62,8.39E-06
28541630.58,5.77E-05
32421345.39,1.06E-05
43444186.95,8.48E-05
64696867.08,9.86E-05
84241567.99,7.38E-05
20808349.66,4.39E-05
84262219.21,5.39E-05
65057212.83,2.82E-05
30433586.12,4.90E-05
83499532.63,2.58E-05
88618039.67,6.96E-05
43793701.96,4.05E-05
8827237.073,9.47E-05
38287048.69,7.69E-05
91286695.75,6.35E-05
59729862.56,4.49E-05
43746102.26,8.03E-05
16085049.24,6.48E-05
73686552.02,7.38E-05
60998972.92,3.11E-06
60975330.89,4.46E-05
68546383.3,6.53E-05
39974728.09,7.67E-05
23998442.78,9.97E-05
91302890.08,4.69E-05
92622398.42,9.79E-05
55768087.36,6.39E-05
1517486.032,4.83E-05
44034105.93,5.38E-06
86831046.96,8.99E-05
63359886.84,1.87E-05
24311461.69,1.32E-05
86468544.28,2.43E-06
44875409.95,9.23E-05
5904331.221,1.76E-05
26467044.53,4.90E-05
43626842.83,8.87E-05
75333033.33,5.67E-06
79894284.5,8.04E-05
4199469.168,2.59E-05
9874552.608,3.77E-05
51019057.91,8.75E-05
33028720.04,8.34E-05
49364397.65,4.30E-05
5332838.284,1.49E-05
71090341.05,1.00E-04
23332407.79,5.18E-05
81513361.2,9.29E-05
28794325.34,6.64E-05
31226250.61,5.51E-05
63875528.58,6.27E-05
30311790.89,2.29E-05
90237328.4,4.99E-05
22280063.75,7.15E-05
3261965.175,3.24E-05
98574102.2,3.26E-05
28611637.78,7.81E-05
89551756.91,4.19E-05
67764656.9,8.58E-05
79567126.6,6.91E-05
28959887.26,2.86E-06
56385553.64,8.40E-06
18544811.38,7.98E-05
26162424.08,9.19E-05
37632851.75,9.82E-05
7527770.492,8.63E-05
59089937.2,3.45E-05
52997171.1,1.03E-05
93786865.16,4.36E-05
87957114.86,5.93E-05
25107622.1,9.46E-05
4224378.938,7.75E-05
67816425.31,2.87E-05
10618198.13,9.79E-05
62850397.39,9.88E-05
67974135.18,6.38E-06
69383230.77,5.31E-05
70680948.51,4.49E-05
74806961.29,2.35E-05
33016394.89,4.21E-06
74555325.83,4.27E-05
6844214.137,3.51E-06
94894786.1,1.60E-05
29546085.25,4.09E-05
15723897.27,8.82E-05
63883918.94,4.51E-05
89510392.15,4.64E-05
49210713.57,2.28E-05
79181542.91,8.57E-05
10609153.54,8.34E-05
70867147.7,1.45E-05
53948698.42,9.29E-05
63958436.44,2.58E-05
5094949.9,6.74E-05
39573827.1,9.85E-05
54202065.85,7.84E-05
19890016.36,2.28E-05
42846778.39,4.36E-05
91165206.2,6.32E-05
25157607.49,8.26E-05
79163380.54,8.41E-05
74740580.35,2.56E-05
80026301.13,7.41E-06
76128685.1,5.58E-05
97471741.36,1.83E-05
59339737.11,6.65E-05
13837479.74,2.16E-05
20627122.7,5.45E-06
33968971.69,2.16E-05
90677357.05,7.72E-05
34047678.6,3.64E-05
20932178.25,7.14E-05
56744295.36,4.84E-05
83153769.89,6.84E-06
59012823.15,7.75E-05
88995287.41,1.95E-05
63616349,7.92E-05
50571961.99,4.13E-06
54300018.9,9.34E-05
22371452.45,7.42E-05
27795956.32,8.47E-05
39104718.38,5.99E-05
86519199.48,1.29E-05
28277344.19,4.83E-05
87199680.61,8.65E-05
13318026.96,1.76E-05
65112100.99,4.85E-05
42563133.65,4.65E-05
25627103.75,6.86E-05
10533079.87,6.36E-05
92008825.64,4.30E-05
44087277.71,2.44E-05
67259119.15,8.93E-05
82559925.36,7.73E-05
34188238.93,2.57E-05
79327805.33,7.07E-05
80390826.56,9.98E-05
84742197.73,4.51E-05
9457371.714,7.29E-05
37652110.34,1.66E-05
93235391.97,3.33E-05
40321109.24,9.38E-05
14502668.32,3.83E-05
1993991.427,8.43E-05
29175689.41,2.35E-05
70678372.56,8.18E-05
64818571.57,1.58E-05
60235465.91,6.50E-06
87168396.03,5.20E-05
46017464.98,5.46E-05
7434885.499,8.53E-05
94906031.42,9.95E-05
5100352.646,3.72E-05
7210574.758,5.06E-05
81268021.13,3.06E-05
67329075.8,2.42E-05
89218367.37,5.64E-05
54151073.99,3.28E-05
7049758.692,2.12E-05
64875220.04,9.07E-05
27438235.26,6.37E-05
3380409.05,8.40E-05
8346623.497,8.59E-05
55292179.51,9.21E-05
76037662.73,7.93E-05
21067377.07,4.38E-05
70982296.53,4.86E-05
58849507.84,6.39E-05
29490163.26,3.35E-05
82670572.57,7.92E-06
49197589.59,1.60E-05
26214747.19,9.90E-05
73816179.56,1.25E-05
2114114.786,1.01E-06
96049987.94,5.39E-05
11799825.69,2.32E-05
24411432.92,2.43E-06
41255716.95,6.49E-06
14279970.44,2.23E-05
94205773.7,9.80E-05
42631357.02,3.54E-05
30129649.33,5.30E-05
75096594.68,4.87E-05
69541464.17,6.37E-05
92255578.3,3.96E-05
42676974.08,5.32E-05
29176382.58,3.71E-05
54001599.75,8.19E-05
52875898.42,8.02E-05
26478029.34,2.72E-05
68839276.26,4.07E-05
39917834.84,3.34E-06
18103044.18,2.92E-06
40682576.25,2.33E-05
5449678.672,6.63E-05
84263673.54,4.71E-05
28666191.92,8.04E-05
14946572.15,5.69E-05
96515593.92,4.03E-05
66423303.05,1.94E-06
95362140.85,5.43E-05
45076214.78,8.40E-05
99816795.24,1.99E-05
49363050.94,5.11E-05
93887635.84,6.66E-05
14675811.38,1.27E-06
52609524.27,5.88E-05
30903567.43,3.27E-05
75243212.45,3.21E-05
61333177.18,3.33E-05
47691591.2,3.90E-05
91510006.38,9.80E-05
75943912.76,7.41E-06
42405145.3,3.69E-05
12946596.92,8.85E-05
27874051.48,4.55E-05
70440679.41,5.92E-06
